"hour","mining_revenue","total_heating_cost_per_hour","total_heat_supply_per_hour","total_heat_drain_per_hour","electric_heating_cost_per_hour","electric_heat_supply_per_hour","gas_heating_cost_per_hour","gas_heat_supply_per_hour","mining_heating_cost_per_hour","mining_heat_supply_per_hour","ac_heating_cost_per_hour","ac_heat_supply_per_hour","ac_heat_drain_per_hour","temperature_ambient","temperature_interior","temperature_envelope"
143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.74,19.68,19.22
144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.86,19.62,19.27
145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.94,19.71,19.30
146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.88,19.64,19.35
147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.63,19.62,19.36
148.00,0.00,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.00,15.03,19.50,19.37
149.00,0.00,0.02,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.24,0.00,14.61,19.50,19.34
150.00,0.00,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.33,0.00,14.48,19.50,19.31
151.00,0.00,0.03,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.41,0.00,14.30,19.50,19.29
152.00,0.00,0.04,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.48,0.00,14.06,19.50,19.27
153.00,0.00,0.04,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.54,0.00,13.92,19.50,19.25
154.00,0.00,0.05,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.60,0.00,13.69,19.50,19.23
155.00,0.00,0.05,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.66,0.00,13.44,19.50,19.22
156.00,0.00,0.06,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.71,0.00,13.26,19.50,19.20
157.00,0.00,0.06,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.76,0.00,13.12,19.50,19.19
158.00,0.00,0.06,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.80,0.00,13.03,19.50,19.18
159.00,0.00,0.07,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.84,0.00,12.93,19.50,19.16
160.00,0.00,0.07,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.87,0.00,12.78,19.50,19.15
161.00,0.00,0.07,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.91,0.00,12.62,19.50,19.15
162.00,0.00,0.08,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.94,0.00,12.42,19.50,19.14
163.00,0.00,0.06,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.72,0.00,12.91,19.50,19.13
164.00,0.00,0.02,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.21,0.00,13.79,19.50,19.12
165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.65,19.50,19.13
166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.61,19.66,19.15
167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.39,19.75,19.22
168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.93,19.88,19.29
169.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.29,19.91,19.39
170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.38,19.94,19.47
171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.04,19.86,19.54
172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.85,19.78,19.58
173.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.24,19.63,19.57
174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.15,19.68,19.53
175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.93,19.56,19.50
176.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,14.62,19.61,19.46
177.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.42,19.50,19.43
178.00,0.00,0.01,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.00,14.28,19.50,19.38
179.00,0.00,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.27,0.00,14.12,19.50,19.34
180.00,0.00,0.03,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.39,0.00,13.79,19.50,19.30
181.00,0.00,0.04,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.49,0.00,13.42,19.50,19.27
182.00,0.00,0.05,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.59,0.00,13.09,19.50,19.25
183.00,0.00,0.05,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.67,0.00,12.86,19.50,19.22
184.00,0.00,0.06,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.75,0.00,12.76,19.50,19.20
185.00,0.00,0.07,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.81,0.00,12.55,19.50,19.18
186.00,0.00,0.07,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.86,0.00,12.56,19.50,19.16
187.00,0.00,0.05,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.66,0.00,12.97,19.50,19.15
188.00,0.00,0.01,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.00,14.44,19.50,19.14
189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,19.50,19.16
190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.41,19.69,19.18
191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.08,19.81,19.25
