"hour","mining_revenue","total_heating_cost_per_hour","total_heat_supply_per_hour","total_heat_drain_per_hour","electric_heating_cost_per_hour","electric_heat_supply_per_hour","gas_heating_cost_per_hour","gas_heat_supply_per_hour","mining_heating_cost_per_hour","mining_heat_supply_per_hour","ac_heating_cost_per_hour","ac_heat_supply_per_hour","ac_heat_drain_per_hour","temperature_ambient","temperature_interior","temperature_envelope"
164.00,0.00,0.08,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.98,19.83,20.50,20.69
165.00,0.00,0.06,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.78,18.81,20.50,20.64
166.00,0.00,0.05,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.59,17.95,20.50,20.59
167.00,0.00,0.03,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.40,17.17,20.50,20.53
168.00,0.00,0.02,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.22,16.41,20.50,20.48
169.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,15.68,20.50,20.43
170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.99,20.50,20.39
171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.34,20.42,20.34
172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.77,20.39,20.28
173.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.53,20.30,20.22
174.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,15.31,20.31,20.15
175.00,0.00,0.04,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.47,18.27,20.50,20.12
176.00,0.00,0.11,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,1.32,21.59,20.50,20.18
177.00,0.00,0.17,0.00,2.09,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,2.09,24.77,20.50,20.26
178.00,0.00,0.22,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,2.74,27.46,20.50,20.37
179.00,0.00,0.25,0.00,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,3.13,29.25,20.50,20.49
180.00,0.00,0.26,0.00,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,3.25,30.22,20.50,20.61
181.00,0.00,0.25,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,3.12,30.36,20.50,20.71
182.00,0.00,0.22,0.00,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,2.75,29.70,20.50,20.79
183.00,0.00,0.18,0.00,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,2.19,28.14,20.50,20.85
184.00,0.00,0.14,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,1.71,24.99,20.50,20.87
185.00,0.00,0.12,0.00,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,1.55,23.35,20.50,20.84
186.00,0.00,0.11,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,1.37,21.79,20.50,20.80
187.00,0.00,0.09,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,1.17,20.39,20.50,20.75
188.00,0.00,0.08,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.95,19.22,20.50,20.69
189.00,0.00,0.06,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.73,18.24,20.50,20.63
190.00,0.00,0.04,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.52,17.38,20.50,20.57
191.00,0.00,0.03,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.32,16.57,20.50,20.52
