"hour","heat_demand","mining_revenue","total_heating_cost_per_hour","electric_heating_cost_per_hour","electric_heat_supply_per_hour","gas_heating_cost_per_hour","gas_heat_supply_per_hour","mining_heating_cost_per_hour","mining_heat_supply_per_hour"
2367.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2368.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2369.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
2370.00,0.85,0.31,0.08,0.00,0.00,0.00,0.00,0.08,0.85
2371.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2372.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
2373.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2374.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2375.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
2376.00,0.92,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.92
2377.00,1.12,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.12
2378.00,1.05,0.38,0.11,0.00,0.00,0.00,0.00,0.11,1.05
2379.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2380.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2381.00,1.06,0.38,0.11,0.00,0.00,0.00,0.00,0.11,1.06
2382.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2383.00,1.12,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.12
2384.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2385.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
2386.00,1.35,0.49,0.14,0.00,0.00,0.00,0.00,0.14,1.35
2387.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2388.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
2389.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2390.00,1.10,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.10
2391.00,1.09,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.09
2392.00,1.13,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.13
2393.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
2394.00,1.39,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.39
2395.00,1.51,0.55,0.15,0.00,0.00,0.00,0.00,0.15,1.51
2396.00,1.51,0.55,0.15,0.00,0.00,0.00,0.00,0.15,1.51
2397.00,1.40,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.40
2398.00,1.28,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2399.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
2400.00,1.14,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2401.00,1.24,0.45,0.12,0.00,0.00,0.00,0.00,0.12,1.24
2402.00,1.21,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.21
2403.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
2404.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
2405.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
2406.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
2407.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
2408.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
2409.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2410.00,1.54,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.54
2411.00,1.53,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.53
2412.00,1.47,0.53,0.15,0.00,0.00,0.00,0.00,0.15,1.47
2413.00,1.33,0.49,0.13,0.00,0.00,0.00,0.00,0.13,1.33
2414.00,1.23,0.45,0.12,0.00,0.00,0.00,0.00,0.12,1.23
2415.00,1.13,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.13
2416.00,1.06,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.06
2417.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2418.00,1.19,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.19
2419.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
2420.00,1.40,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.40
2421.00,1.41,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.41
2422.00,1.42,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.42
2423.00,1.35,0.49,0.14,0.00,0.00,0.00,0.00,0.14,1.35
2424.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
2425.00,1.69,0.62,0.17,0.00,0.00,0.00,0.00,0.17,1.69
2426.00,1.65,0.60,0.16,0.00,0.00,0.00,0.00,0.16,1.65
2427.00,1.63,0.59,0.16,0.00,0.00,0.00,0.00,0.16,1.63
2428.00,1.66,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.66
2429.00,1.70,0.62,0.17,0.00,0.00,0.00,0.00,0.17,1.70
2430.00,1.81,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.81
2431.00,1.98,0.72,0.20,0.00,0.00,0.00,0.00,0.20,1.98
2432.00,2.08,0.76,0.21,0.00,0.00,0.00,0.00,0.21,2.08
2433.00,2.03,0.74,0.20,0.00,0.00,0.00,0.00,0.20,2.03
2434.00,1.89,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.89
2435.00,1.76,0.64,0.18,0.00,0.00,0.00,0.00,0.18,1.76
2436.00,1.65,0.60,0.17,0.00,0.00,0.00,0.00,0.17,1.65
2437.00,1.59,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.59
2438.00,1.57,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.57
2439.00,1.55,0.56,0.16,0.00,0.00,0.00,0.00,0.16,1.55
2440.00,1.53,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.53
2441.00,1.56,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.56
2442.00,1.65,0.60,0.17,0.00,0.00,0.00,0.00,0.17,1.65
2443.00,1.77,0.64,0.18,0.00,0.00,0.00,0.00,0.18,1.77
2444.00,1.88,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.88
2445.00,1.91,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.91
2446.00,1.93,0.70,0.19,0.00,0.00,0.00,0.00,0.19,1.93
2447.00,1.86,0.68,0.19,0.00,0.00,0.00,0.00,0.19,1.86
2448.00,1.77,0.65,0.18,0.00,0.00,0.00,0.00,0.18,1.77
2449.00,1.69,0.62,0.17,0.00,0.00,0.00,0.00,0.17,1.69
2450.00,1.65,0.60,0.16,0.00,0.00,0.00,0.00,0.16,1.65
2451.00,1.63,0.59,0.16,0.00,0.00,0.00,0.00,0.16,1.63
2452.00,1.66,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.66
2453.00,1.70,0.62,0.17,0.00,0.00,0.00,0.00,0.17,1.70
2454.00,1.81,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.81
2455.00,1.98,0.72,0.20,0.00,0.00,0.00,0.00,0.20,1.98
2456.00,2.08,0.76,0.21,0.00,0.00,0.00,0.00,0.21,2.08
2457.00,2.03,0.74,0.20,0.00,0.00,0.00,0.00,0.20,2.03
2458.00,1.89,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.89
2459.00,1.76,0.64,0.18,0.00,0.00,0.00,0.00,0.18,1.76
2460.00,1.65,0.60,0.17,0.00,0.00,0.00,0.00,0.17,1.65
2461.00,1.59,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.59
2462.00,1.57,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.57
2463.00,1.55,0.56,0.16,0.00,0.00,0.00,0.00,0.16,1.55
2464.00,1.53,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.53
2465.00,1.56,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.56
2466.00,1.65,0.60,0.17,0.00,0.00,0.00,0.00,0.17,1.65
2467.00,1.77,0.64,0.18,0.00,0.00,0.00,0.00,0.18,1.77
2468.00,1.88,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.88
2469.00,1.91,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.91
2470.00,1.93,0.70,0.19,0.00,0.00,0.00,0.00,0.19,1.93
2471.00,1.86,0.68,0.19,0.00,0.00,0.00,0.00,0.19,1.86
2472.00,1.77,0.65,0.18,0.00,0.00,0.00,0.00,0.18,1.77
2473.00,1.45,0.53,0.14,0.00,0.00,0.00,0.00,0.14,1.45
2474.00,1.40,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.40
2475.00,1.39,0.50,0.14,0.00,0.00,0.00,0.00,0.14,1.39
2476.00,1.41,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.41
2477.00,1.45,0.53,0.15,0.00,0.00,0.00,0.00,0.15,1.45
2478.00,1.56,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.56
2479.00,1.72,0.63,0.17,0.00,0.00,0.00,0.00,0.17,1.72
2480.00,1.80,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.80
2481.00,1.74,0.63,0.17,0.00,0.00,0.00,0.00,0.17,1.74
2482.00,1.58,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.58
2483.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
2484.00,1.35,0.49,0.13,0.00,0.00,0.00,0.00,0.13,1.35
2485.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
2486.00,1.28,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2487.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2488.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2489.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
2490.00,1.42,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.42
2491.00,1.55,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.55
2492.00,1.65,0.60,0.17,0.00,0.00,0.00,0.00,0.17,1.65
2493.00,1.66,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.66
2494.00,1.68,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.68
2495.00,1.61,0.59,0.16,0.00,0.00,0.00,0.00,0.16,1.61
2496.00,1.53,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.53
2497.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
2498.00,1.28,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2499.00,1.26,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.26
2500.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
2501.00,1.33,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.33
2502.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2503.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
2504.00,1.67,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.67
2505.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
2506.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2507.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
2508.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2509.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
2510.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2511.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2512.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
2513.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
2514.00,1.31,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.31
2515.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
2516.00,1.54,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.54
2517.00,1.55,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.55
2518.00,1.55,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.55
2519.00,1.49,0.54,0.15,0.00,0.00,0.00,0.00,0.15,1.49
2520.00,1.41,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.41
2521.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
2522.00,1.28,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2523.00,1.26,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.26
2524.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
2525.00,1.33,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.33
2526.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2527.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
2528.00,1.67,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.67
2529.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
2530.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2531.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
2532.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2533.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
2534.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2535.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2536.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
2537.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
2538.00,1.31,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.31
2539.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
2540.00,1.54,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.54
2541.00,1.55,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.55
2542.00,1.55,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.55
2543.00,1.49,0.54,0.15,0.00,0.00,0.00,0.00,0.15,1.49
2544.00,1.41,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.41
2545.00,1.12,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.12
2546.00,1.05,0.38,0.11,0.00,0.00,0.00,0.00,0.11,1.05
2547.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2548.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2549.00,1.06,0.38,0.11,0.00,0.00,0.00,0.00,0.11,1.06
2550.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2551.00,1.12,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.12
2552.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2553.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
2554.00,1.35,0.49,0.14,0.00,0.00,0.00,0.00,0.14,1.35
2555.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2556.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
2557.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2558.00,1.10,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.10
2559.00,1.09,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.09
2560.00,1.13,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.13
2561.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
2562.00,1.39,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.39
2563.00,1.51,0.55,0.15,0.00,0.00,0.00,0.00,0.15,1.51
2564.00,1.51,0.55,0.15,0.00,0.00,0.00,0.00,0.15,1.51
2565.00,1.40,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.40
2566.00,1.28,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2567.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
2568.00,1.14,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2569.00,1.11,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.11
2570.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2571.00,1.05,0.38,0.11,0.00,0.00,0.00,0.00,0.11,1.05
2572.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2573.00,1.05,0.38,0.11,0.00,0.00,0.00,0.00,0.11,1.05
2574.00,1.05,0.38,0.11,0.00,0.00,0.00,0.00,0.11,1.05
2575.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2576.00,1.16,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.16
2577.00,1.31,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.31
2578.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2579.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2580.00,1.36,0.50,0.14,0.00,0.00,0.00,0.00,0.14,1.36
2581.00,1.24,0.45,0.12,0.00,0.00,0.00,0.00,0.12,1.24
2582.00,1.13,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.13
2583.00,1.03,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.03
2584.00,0.95,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.95
2585.00,0.97,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.97
2586.00,1.07,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.07
2587.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2588.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2589.00,1.28,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2590.00,1.28,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2591.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
2592.00,1.16,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.16
2593.00,0.95,0.35,0.09,0.00,0.00,0.00,0.00,0.09,0.95
2594.00,0.90,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.90
2595.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
2596.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2597.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2598.00,1.06,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.06
2599.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
2600.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2601.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
2602.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
2603.00,0.92,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.92
2604.00,0.85,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.85
2605.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
2606.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
2607.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
2608.00,0.81,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.81
2609.00,0.84,0.31,0.08,0.00,0.00,0.00,0.00,0.08,0.84
2610.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2611.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2612.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
2613.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
2614.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
2615.00,1.11,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.11
2616.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2617.00,0.70,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.70
2618.00,0.66,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.66
2619.00,0.65,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.65
2620.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2621.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2622.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
2623.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
2624.00,1.03,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.03
2625.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
2626.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
2627.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
2628.00,0.66,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.66
2629.00,0.63,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.63
2630.00,0.63,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.63
2631.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
2632.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
2633.00,0.63,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.63
2634.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
2635.00,0.84,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.84
2636.00,0.92,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.92
2637.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2638.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2639.00,0.85,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.85
2640.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
2641.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
2642.00,0.78,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.78
2643.00,0.77,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.77
2644.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
2645.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
2646.00,0.94,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.94
2647.00,1.10,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.10
2648.00,1.15,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.15
2649.00,1.10,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.10
2650.00,0.94,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.94
2651.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
2652.00,0.75,0.27,0.08,0.00,0.00,0.00,0.00,0.08,0.75
2653.00,0.73,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2654.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
2655.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2656.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2657.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
2658.00,0.85,0.31,0.08,0.00,0.00,0.00,0.00,0.08,0.85
2659.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2660.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
2661.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2662.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2663.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
2664.00,0.92,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.92
2665.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2666.00,1.16,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.16
2667.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
2668.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
2669.00,1.21,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.21
2670.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
2671.00,1.48,0.54,0.15,0.00,0.00,0.00,0.00,0.15,1.48
2672.00,1.53,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.53
2673.00,1.47,0.53,0.15,0.00,0.00,0.00,0.00,0.15,1.47
2674.00,1.28,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2675.00,1.13,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.13
2676.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
2677.00,1.00,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.00
2678.00,1.00,0.36,0.10,0.00,0.00,0.00,0.00,0.10,1.00
2679.00,1.00,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.00
2680.00,1.02,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.02
2681.00,1.06,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.06
2682.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2683.00,1.33,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.33
2684.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
2685.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2686.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
2687.00,1.37,0.50,0.14,0.00,0.00,0.00,0.00,0.14,1.37
2688.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
2689.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
2690.00,1.28,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.28
2691.00,1.26,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.26
2692.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
2693.00,1.33,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.33
2694.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2695.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
2696.00,1.67,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.67
2697.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
2698.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
2699.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
2700.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2701.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
2702.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2703.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2704.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
